tool			CPAchecker 3.1-svn-96157deb60+	CPAchecker 3.1-svn-96157deb60+	CPAchecker 3.1-svn-96157deb60+	CPAchecker 3.1-svn-96157deb60+	CPAchecker 3.1-svn-96157deb60+
benchmarks/nla-digbench-scaling/divbin2_valuebound2.yml	unreach-call	true	true	7.540804	4.819592586020008	198.885376	ws01
benchmarks/nla-digbench-scaling/divbin2_valuebound20.yml	unreach-call	true	true	130.142907	124.56887219310738	216.997888	ws19
benchmarks/nla-digbench-scaling/divbin2_valuebound5.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/divbin2_valuebound50.yml	unreach-call	true	TIMEOUT	904.04276	896.0802483118605	407.711744	ws01
benchmarks/nla-digbench-scaling/divbin_unwindbound1.yml	unreach-call	true	true	7.982455	5.234827553853393	199.876608	ws08
benchmarks/nla-digbench-scaling/divbin_unwindbound10.yml	unreach-call	false	TIMEOUT	901.73628	896.7026967171114	318.341120	ws03
benchmarks/nla-digbench-scaling/divbin_unwindbound100.yml	unreach-call	false	TIMEOUT	901.761024	896.4210350529756	332.165120	ws19
benchmarks/nla-digbench-scaling/divbin_unwindbound2.yml	unreach-call	true	TIMEOUT	901.533674	897.0005196579732	344.805376	ws06
benchmarks/nla-digbench-scaling/divbin_unwindbound20.yml	unreach-call	false	TIMEOUT	901.897536	896.152565090917	312.229888	ws11
benchmarks/nla-digbench-scaling/divbin_unwindbound5.yml	unreach-call	true	TIMEOUT	901.77201	896.362245633034	317.607936	ws10
benchmarks/nla-digbench-scaling/divbin_unwindbound50.yml	unreach-call	false	TIMEOUT	901.526125	897.1045206019189	347.598848	ws10
benchmarks/nla-digbench-scaling/divbin_valuebound1.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/divbin_valuebound10.yml	unreach-call	true	TIMEOUT	901.67809	896.5992396639194	416.657408	ws06
benchmarks/nla-digbench-scaling/divbin_valuebound100.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/divbin_valuebound2.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/divbin_valuebound20.yml	unreach-call	true	TIMEOUT	901.492777	896.8060017628595	518.930432	ws01
benchmarks/nla-digbench-scaling/divbin_valuebound5.yml	unreach-call	true	TIMEOUT	901.72562	896.3994915548246	415.780864	ws15
benchmarks/nla-digbench-scaling/divbin_valuebound50.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/egcd-ll_unwindbound1.yml	unreach-call	false	TIMEOUT	902.128682	897.4573054558132	1287.032832	ws05
benchmarks/nla-digbench-scaling/egcd-ll_unwindbound10.yml	unreach-call	false	TIMEOUT	902.048068	897.5647373530082	1174.286336	ws04
benchmarks/nla-digbench-scaling/egcd-ll_unwindbound100.yml	unreach-call	false	TIMEOUT	901.84831	897.9122197530232	1175.244800	ws07
benchmarks/nla-digbench-scaling/egcd-ll_unwindbound2.yml	unreach-call	false	TIMEOUT	901.804943	897.9160223288927	1164.996608	ws13
benchmarks/nla-digbench-scaling/egcd-ll_unwindbound20.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/egcd-ll_unwindbound5.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/egcd-ll_unwindbound50.yml	unreach-call	false	TIMEOUT	902.10325	897.4477978881914	1174.523904	ws17
benchmarks/nla-digbench-scaling/egcd-ll_valuebound1.yml	unreach-call	true	true	7.306479	4.191915010102093	217.096192	ws11
benchmarks/nla-digbench-scaling/egcd-ll_valuebound10.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/egcd-ll_valuebound100.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/egcd-ll_valuebound2.yml	unreach-call	true	true	12.470684	8.589071445865557	285.949952	ws05
benchmarks/nla-digbench-scaling/egcd-ll_valuebound20.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/egcd-ll_valuebound5.yml	unreach-call	true	TIMEOUT	902.233493	897.2679140700493	1707.503616	ws10
benchmarks/nla-digbench-scaling/egcd-ll_valuebound50.yml	unreach-call	true	TIMEOUT	901.979195	897.1581661407836	1692.622848	ws09
benchmarks/nla-digbench-scaling/egcd2-ll_unwindbound1.yml	unreach-call	false	EXCEPTION	209.606167	205.87995893298648	461.795328	ws08
benchmarks/nla-digbench-scaling/egcd2-ll_unwindbound10.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/egcd2-ll_unwindbound100.yml	unreach-call	false	TIMEOUT	901.759958	895.6487028391566	378.511360	ws07
benchmarks/nla-digbench-scaling/egcd2-ll_unwindbound2.yml	unreach-call	false	TIMEOUT	901.467472	896.4926292018499	400.244736	ws20
benchmarks/nla-digbench-scaling/egcd2-ll_unwindbound20.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/egcd2-ll_unwindbound5.yml	unreach-call	false	TIMEOUT	901.911603	895.1868945760652	355.659776	ws08
benchmarks/nla-digbench-scaling/egcd2-ll_unwindbound50.yml	unreach-call	false	TIMEOUT	901.793651	896.0756757699419	382.787584	ws14
benchmarks/nla-digbench-scaling/egcd2-ll_valuebound1.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/egcd2-ll_valuebound10.yml	unreach-call	true	TIMEOUT	901.720701	895.9187748290133	981.872640	ws02
benchmarks/nla-digbench-scaling/egcd2-ll_valuebound100.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/egcd2-ll_valuebound2.yml	unreach-call	true	TIMEOUT	901.754296	895.7243532610592	965.918720	ws02
benchmarks/nla-digbench-scaling/egcd2-ll_valuebound20.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/egcd2-ll_valuebound5.yml	unreach-call	true	TIMEOUT	901.630245	895.9256136419717	231.374848	ws15
benchmarks/nla-digbench-scaling/egcd2-ll_valuebound50.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/egcd3-ll_unwindbound1.yml	unreach-call	false	true	7.336249	4.557609220966697	230.633472	ws14
benchmarks/nla-digbench-scaling/egcd3-ll_unwindbound10.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/egcd3-ll_unwindbound100.yml	unreach-call	false	TIMEOUT	901.945671	896.2667306610383	1384.816640	ws06
benchmarks/nla-digbench-scaling/egcd3-ll_unwindbound2.yml	unreach-call	false	EXCEPTION	6.114026	3.726242776028812	217.661440	ws10
benchmarks/nla-digbench-scaling/egcd3-ll_unwindbound20.yml	unreach-call	false	TIMEOUT	901.887839	896.8740993889514	1179.938816	ws02
benchmarks/nla-digbench-scaling/egcd3-ll_unwindbound5.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/egcd3-ll_unwindbound50.yml	unreach-call	false	TIMEOUT	901.722899	897.0018743998371	1295.405056	ws02
benchmarks/nla-digbench-scaling/egcd3-ll_valuebound1.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/egcd3-ll_valuebound10.yml	unreach-call	true	TIMEOUT	901.876114	895.0764314818662	601.288704	ws09
benchmarks/nla-digbench-scaling/egcd3-ll_valuebound100.yml	unreach-call	true	TIMEOUT	902.021544	895.6075845819432	1349.808128	ws17
benchmarks/nla-digbench-scaling/egcd3-ll_valuebound2.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/egcd3-ll_valuebound20.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/egcd3-ll_valuebound5.yml	unreach-call	true	TIMEOUT	902.220144	895.0570622168016	1223.512064	ws12
benchmarks/nla-digbench-scaling/egcd3-ll_valuebound50.yml	unreach-call	true	TIMEOUT	902.27841	895.7619651930872	1632.194560	ws13
benchmarks/nla-digbench-scaling/fermat1-ll_unwindbound1.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/fermat1-ll_unwindbound10.yml	unreach-call	false	TIMEOUT	901.722761	897.5395821100101	245.927936	ws15
benchmarks/nla-digbench-scaling/fermat1-ll_unwindbound100.yml	unreach-call	false	TIMEOUT	901.582711	897.5938579260837	246.951936	ws01
benchmarks/nla-digbench-scaling/fermat1-ll_unwindbound2.yml	unreach-call	false	TIMEOUT	901.454835	897.8878058560658	243.023872	ws20
benchmarks/nla-digbench-scaling/fermat1-ll_unwindbound20.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/fermat1-ll_unwindbound5.yml	unreach-call	false	TIMEOUT	901.836163	897.3756002038717	250.978304	ws01
benchmarks/nla-digbench-scaling/fermat1-ll_unwindbound50.yml	unreach-call	false	TIMEOUT	901.86157	897.4633144950494	243.757056	ws14
benchmarks/nla-digbench-scaling/fermat1-ll_valuebound1.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/fermat1-ll_valuebound10.yml	unreach-call	true	TIMEOUT	901.968744	897.2494978839532	727.416832	ws11
benchmarks/nla-digbench-scaling/fermat1-ll_valuebound100.yml	unreach-call	true	TIMEOUT	901.463793	897.283633222105	860.061696	ws02
benchmarks/nla-digbench-scaling/fermat1-ll_valuebound2.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/fermat1-ll_valuebound20.yml	unreach-call	true	TIMEOUT	902.027091	897.3997009301092	757.125120	ws04
benchmarks/nla-digbench-scaling/fermat1-ll_valuebound5.yml	unreach-call	true	TIMEOUT	902.006685	897.2167130298913	721.072128	ws11
benchmarks/nla-digbench-scaling/fermat1-ll_valuebound50.yml	unreach-call	true	TIMEOUT	901.601132	897.771552736871	871.874560	ws14
benchmarks/nla-digbench-scaling/fermat2-ll_unwindbound1.yml	unreach-call	false	TIMEOUT	901.689247	897.481890524039	245.977088	ws09
benchmarks/nla-digbench-scaling/fermat2-ll_unwindbound10.yml	unreach-call	false	TIMEOUT	901.748088	897.4639359470457	244.273152	ws11
benchmarks/nla-digbench-scaling/fermat2-ll_unwindbound100.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/fermat2-ll_unwindbound2.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/fermat2-ll_unwindbound20.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/fermat2-ll_unwindbound5.yml	unreach-call	false	TIMEOUT	901.797513	897.5949417431839	248.352768	ws14
benchmarks/nla-digbench-scaling/fermat2-ll_unwindbound50.yml	unreach-call	false	TIMEOUT	901.711792	897.4748867931776	245.362688	ws16
benchmarks/nla-digbench-scaling/fermat2-ll_valuebound1.yml	unreach-call	true	TIMEOUT	901.612008	897.6753334009554	619.249664	ws10
benchmarks/nla-digbench-scaling/fermat2-ll_valuebound10.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/fermat2-ll_valuebound100.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/fermat2-ll_valuebound2.yml	unreach-call	true	TIMEOUT	901.959274	897.4753237192053	622.583808	ws17
benchmarks/nla-digbench-scaling/fermat2-ll_valuebound20.yml	unreach-call	true	TIMEOUT	901.798764	897.6581964970101	619.626496	ws06
benchmarks/nla-digbench-scaling/fermat2-ll_valuebound5.yml	unreach-call	true	TIMEOUT	901.942951	897.1094576320611	620.322816	ws05
benchmarks/nla-digbench-scaling/fermat2-ll_valuebound50.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/freire1_valuebound1.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/freire1_valuebound10.yml	unreach-call	true	ERROR (interpolation failed)	9.626427	6.666263667866588	207.495168	ws15
benchmarks/nla-digbench-scaling/freire1_valuebound100.yml	unreach-call	true	ERROR (interpolation failed)	9.635348	6.4395610189531	203.907072	ws12
benchmarks/nla-digbench-scaling/freire1_valuebound2.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/freire1_valuebound20.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/freire1_valuebound5.yml	unreach-call	true	ERROR (interpolation failed)	8.140613	5.229872295167297	206.618624	ws01
benchmarks/nla-digbench-scaling/freire1_valuebound50.yml	unreach-call	true	ERROR (interpolation failed)	10.197508	6.690002497052774	210.321408	ws07
benchmarks/nla-digbench-scaling/freire2_valuebound1.yml	unreach-call	false	ERROR (interpolation failed)	5.404097	2.900101260980591	171.839488	ws16
benchmarks/nla-digbench-scaling/freire2_valuebound10.yml	unreach-call	false	ERROR (interpolation failed)	5.868697	3.152720683021471	169.697280	ws12
benchmarks/nla-digbench-scaling/freire2_valuebound100.yml	unreach-call	false	ERROR (interpolation failed)	6.290041	3.3330076618585736	173.625344	ws10
benchmarks/nla-digbench-scaling/freire2_valuebound2.yml	unreach-call	false	ERROR (interpolation failed)	5.011647	2.6885170850437135	173.256704	ws13
benchmarks/nla-digbench-scaling/freire2_valuebound20.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/freire2_valuebound5.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/freire2_valuebound50.yml	unreach-call	false	ERROR (interpolation failed)	5.867857	3.139105580979958	170.369024	ws18
benchmarks/nla-digbench-scaling/geo1-ll2_unwindbound1.yml	unreach-call	true	TIMEOUT	901.800482	897.7308753021061	827.539456	ws16
benchmarks/nla-digbench-scaling/geo1-ll_unwindbound1.yml	unreach-call	true	TIMEOUT	901.914578	897.8100230779964	826.175488	ws15
benchmarks/nla-digbench-scaling/geo1-ll_unwindbound10.yml	unreach-call	true	TIMEOUT	902.106616	897.6982258120552	797.999104	ws03
benchmarks/nla-digbench-scaling/geo1-ll_unwindbound100.yml	unreach-call	true	TIMEOUT	901.628885	897.5342626299243	792.051712	ws02
benchmarks/nla-digbench-scaling/geo1-ll_unwindbound2.yml	unreach-call	true	TIMEOUT	901.747655	897.8735203470569	789.606400	ws08
benchmarks/nla-digbench-scaling/geo1-ll_unwindbound20.yml	unreach-call	true	TIMEOUT	901.625337	898.1314534081612	794.537984	ws03
benchmarks/nla-digbench-scaling/geo1-ll_unwindbound5.yml	unreach-call	true	TIMEOUT	902.085044	897.6786968819797	788.684800	ws08
benchmarks/nla-digbench-scaling/geo1-ll_unwindbound50.yml	unreach-call	true	TIMEOUT	901.840305	898.4416638680268	796.921856	ws15
benchmarks/nla-digbench-scaling/geo1-ll_valuebound1.yml	unreach-call	true	true	7.87357	4.468531220918521	192.180224	ws13
benchmarks/nla-digbench-scaling/geo1-ll_valuebound10.yml	unreach-call	true	TIMEOUT	901.507247	897.5721647441387	693.391360	ws10
benchmarks/nla-digbench-scaling/geo1-ll_valuebound100.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/geo1-ll_valuebound2.yml	unreach-call	true	true	34.332048	30.917823523050174	212.897792	ws06
benchmarks/nla-digbench-scaling/geo1-ll_valuebound20.yml	unreach-call	true	TIMEOUT	901.921634	897.3458287611138	598.138880	ws11
benchmarks/nla-digbench-scaling/geo1-ll_valuebound5.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/geo1-ll_valuebound50.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/geo1-u_unwindbound1.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/geo1-u_unwindbound10.yml	unreach-call	false	TIMEOUT	901.739864	897.624058817979	732.622848	ws01
benchmarks/nla-digbench-scaling/geo1-u_unwindbound100.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/geo1-u_unwindbound2.yml	unreach-call	false	TIMEOUT	901.831612	897.2607183440123	705.175552	ws20
benchmarks/nla-digbench-scaling/geo1-u_unwindbound20.yml	unreach-call	false	TIMEOUT	901.765027	897.8643915951252	732.639232	ws15
benchmarks/nla-digbench-scaling/geo1-u_unwindbound5.yml	unreach-call	false	TIMEOUT	901.989476	897.5399327790365	731.811840	ws16
benchmarks/nla-digbench-scaling/geo1-u_unwindbound50.yml	unreach-call	false	TIMEOUT	902.028577	897.4673287861515	737.931264	ws08
benchmarks/nla-digbench-scaling/geo1-u_valuebound1.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/geo1-u_valuebound10.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/geo1-u_valuebound100.yml	unreach-call	false	TIMEOUT	901.949487	897.3020539989229	489.328640	ws10
benchmarks/nla-digbench-scaling/geo1-u_valuebound2.yml	unreach-call	false	TIMEOUT	901.604737	897.9172486250754	551.456768	ws19
benchmarks/nla-digbench-scaling/geo1-u_valuebound20.yml	unreach-call	false	TIMEOUT	901.885512	897.7330445321277	490.876928	ws18
benchmarks/nla-digbench-scaling/geo1-u_valuebound5.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/geo1-u_valuebound50.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/geo2-ll2_unwindbound1.yml	unreach-call	true	TIMEOUT	901.98277	897.5929137649946	648.466432	ws20
benchmarks/nla-digbench-scaling/geo2-ll_unwindbound1.yml	unreach-call	true	TIMEOUT	901.866489	897.5006550108083	646.574080	ws15
benchmarks/nla-digbench-scaling/geo2-ll_unwindbound10.yml	unreach-call	true	TIMEOUT	901.883514	897.6151508388575	656.519168	ws03
benchmarks/nla-digbench-scaling/geo2-ll_unwindbound100.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/geo2-ll_unwindbound2.yml	unreach-call	true	TIMEOUT	902.492811	898.0730069291312	653.127680	ws12
benchmarks/nla-digbench-scaling/geo2-ll_unwindbound20.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/geo2-ll_unwindbound5.yml	unreach-call	true	TIMEOUT	901.874044	898.5021063289605	652.660736	ws02
benchmarks/nla-digbench-scaling/geo2-ll_unwindbound50.yml	unreach-call	true	TIMEOUT	901.83751	898.3352204149123	651.579392	ws20
benchmarks/nla-digbench-scaling/geo2-ll_valuebound1.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/geo2-ll_valuebound10.yml	unreach-call	true	TIMEOUT	901.854742	897.7749560850207	740.052992	ws01
benchmarks/nla-digbench-scaling/geo2-ll_valuebound100.yml	unreach-call	true	TIMEOUT	902.217254	897.6825101380236	717.045760	ws20
benchmarks/nla-digbench-scaling/geo2-ll_valuebound2.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/geo2-ll_valuebound20.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/geo2-ll_valuebound5.yml	unreach-call	true	TIMEOUT	901.734902	897.376926359022	653.430784	ws07
benchmarks/nla-digbench-scaling/geo2-ll_valuebound50.yml	unreach-call	true	TIMEOUT	902.140557	897.6522073089145	619.929600	ws13
benchmarks/nla-digbench-scaling/geo3-ll_unwindbound1.yml	unreach-call	true	TIMEOUT	901.560107	898.0783720340114	423.481344	ws13
benchmarks/nla-digbench-scaling/geo3-ll_unwindbound10.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/geo3-ll_unwindbound100.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/geo3-ll_unwindbound2.yml	unreach-call	true	TIMEOUT	901.884494	897.5415325760841	473.899008	ws14
benchmarks/nla-digbench-scaling/geo3-ll_unwindbound20.yml	unreach-call	true	TIMEOUT	901.795127	897.5394861348905	408.002560	ws20
benchmarks/nla-digbench-scaling/geo3-ll_unwindbound5.yml	unreach-call	true	TIMEOUT	901.739093	897.7557191541418	434.425856	ws02
benchmarks/nla-digbench-scaling/geo3-ll_unwindbound50.yml	unreach-call	true	TIMEOUT	901.895165	897.7681509498507	404.398080	ws04
benchmarks/nla-digbench-scaling/geo3-ll_valuebound1.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/geo3-ll_valuebound10.yml	unreach-call	true	TIMEOUT	902.238822	897.3000998699572	1004.703744	ws08
benchmarks/nla-digbench-scaling/geo3-ll_valuebound100.yml	unreach-call	true	TIMEOUT	901.693327	897.5156421721913	766.017536	ws01
benchmarks/nla-digbench-scaling/geo3-ll_valuebound2.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/geo3-ll_valuebound20.yml	unreach-call	true	TIMEOUT	901.733232	897.4788727981504	668.741632	ws13
benchmarks/nla-digbench-scaling/geo3-ll_valuebound5.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/geo3-ll_valuebound50.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/hard-ll_unwindbound1.yml	unreach-call	false	true	8.913102	5.5502416889648885	221.102080	ws11
benchmarks/nla-digbench-scaling/hard-ll_unwindbound10.yml	unreach-call	false	TIMEOUT	901.639473	897.0108351982199	603.443200	ws17
benchmarks/nla-digbench-scaling/hard-ll_unwindbound100.yml	unreach-call	false	TIMEOUT	901.764586	896.5954256190453	541.302784	ws02
benchmarks/nla-digbench-scaling/hard-ll_unwindbound2.yml	unreach-call	false	EXCEPTION	8.406449	5.071949450997636	214.429696	ws07
benchmarks/nla-digbench-scaling/hard-ll_unwindbound20.yml	unreach-call	false	TIMEOUT	901.473074	897.4137979689986	530.001920	ws19
benchmarks/nla-digbench-scaling/hard-ll_unwindbound5.yml	unreach-call	false	TIMEOUT	901.729615	896.7408712769393	507.539456	ws14
benchmarks/nla-digbench-scaling/hard-ll_unwindbound50.yml	unreach-call	false	TIMEOUT	901.495091	897.3260790859349	547.266560	ws17
benchmarks/nla-digbench-scaling/hard-ll_valuebound1.yml	unreach-call	true	true	58.073273	54.654970362083986	232.841216	ws03
benchmarks/nla-digbench-scaling/hard-ll_valuebound10.yml	unreach-call	true	true	126.917519	121.17450927803293	272.699392	ws19
benchmarks/nla-digbench-scaling/hard-ll_valuebound100.yml	unreach-call	true	TIMEOUT	901.867182	897.1217052368447	598.253568	ws04
benchmarks/nla-digbench-scaling/hard-ll_valuebound2.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/hard-ll_valuebound20.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/hard-ll_valuebound5.yml	unreach-call	true	true	62.035203	57.8350884730462	250.056704	ws18
benchmarks/nla-digbench-scaling/hard-ll_valuebound50.yml	unreach-call	true	TIMEOUT	901.613151	897.1653834988829	414.420992	ws01
benchmarks/nla-digbench-scaling/hard-u_unwindbound1.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/hard-u_unwindbound10.yml	unreach-call	false	TIMEOUT	901.567586	897.2614084498491	420.696064	ws05
benchmarks/nla-digbench-scaling/hard-u_unwindbound100.yml	unreach-call	false	TIMEOUT	901.443531	897.5675944618415	445.202432	ws14
benchmarks/nla-digbench-scaling/hard-u_unwindbound2.yml	unreach-call	false	true	9.247169	5.487041148822755	218.177536	ws16
benchmarks/nla-digbench-scaling/hard-u_unwindbound20.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/hard-u_unwindbound5.yml	unreach-call	false	TIMEOUT	901.810687	896.997023622971	384.569344	ws12
benchmarks/nla-digbench-scaling/hard-u_unwindbound50.yml	unreach-call	false	TIMEOUT	901.833669	896.7513503399678	440.975360	ws13
benchmarks/nla-digbench-scaling/hard-u_valuebound1.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/hard-u_valuebound10.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/hard-u_valuebound100.yml	unreach-call	true	true	127.252006	116.65927688311785	231.059456	ws16
benchmarks/nla-digbench-scaling/hard-u_valuebound2.yml	unreach-call	true	true	7.899689	4.476951355114579	206.163968	ws13
benchmarks/nla-digbench-scaling/hard-u_valuebound20.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/hard-u_valuebound5.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/hard-u_valuebound50.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/hard2_unwindbound1.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/hard2_unwindbound10.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/hard2_unwindbound2.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/hard2_unwindbound5.yml	unreach-call	false	true	295.164391	287.15641446295194	1003.663360	ws06
benchmarks/nla-digbench-scaling/hard2_valuebound1.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/hard2_valuebound10.yml	unreach-call	true	true	8.823079	5.880389285972342	199.782400	ws04
benchmarks/nla-digbench-scaling/hard2_valuebound100.yml	unreach-call	true	true	18.022093	14.110800764989108	201.801728	ws11
benchmarks/nla-digbench-scaling/hard2_valuebound2.yml	unreach-call	true	true	10.372788	6.910682991147041	201.273344	ws10
benchmarks/nla-digbench-scaling/hard2_valuebound20.yml	unreach-call	true	true	9.821201	6.446040011942387	207.982592	ws07
benchmarks/nla-digbench-scaling/hard2_valuebound5.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/hard2_valuebound50.yml	unreach-call	true	true	10.833319	7.115344373974949	200.761344	ws02
benchmarks/nla-digbench-scaling/knuth_unwindbound1.yml	unreach-call	true	ERROR	4.996477	2.6457810269203037	162.373632	ws06
benchmarks/nla-digbench-scaling/knuth_unwindbound10.yml	unreach-call	true	ERROR	5.589102	2.9463198841549456	163.962880	ws16
benchmarks/nla-digbench-scaling/knuth_unwindbound100.yml	unreach-call	true	ERROR	6.44477	3.427120205014944	166.346752	ws14
benchmarks/nla-digbench-scaling/knuth_unwindbound2.yml	unreach-call	true	ERROR	5.106216	2.7399133229628205	149.258240	ws19
benchmarks/nla-digbench-scaling/knuth_unwindbound20.yml	unreach-call	true	ERROR	6.516881	3.4595965021289885	165.322752	ws17
benchmarks/nla-digbench-scaling/knuth_unwindbound5.yml	unreach-call	true	ERROR	6.326379	3.3424082689452916	153.186304	ws02
benchmarks/nla-digbench-scaling/knuth_unwindbound50.yml	unreach-call	true	ERROR	6.371789	3.3665678040124476	163.999744	ws18
benchmarks/nla-digbench-scaling/knuth_valuebound1.yml	unreach-call	true	ERROR	6.482453	3.47204346396029	164.405248	ws16
benchmarks/nla-digbench-scaling/knuth_valuebound10.yml	unreach-call	true	ERROR	5.382803	2.8674588380381465	166.342656	ws15
benchmarks/nla-digbench-scaling/knuth_valuebound100.yml	unreach-call	true	ERROR	4.873502	2.6074327321257442	157.028352	ws03
benchmarks/nla-digbench-scaling/knuth_valuebound2.yml	unreach-call	true	ERROR	5.972654	3.1512962449342012	166.985728	ws09
benchmarks/nla-digbench-scaling/knuth_valuebound20.yml	unreach-call	true	ERROR	5.949152	3.1509141460992396	163.991552	ws11
benchmarks/nla-digbench-scaling/knuth_valuebound5.yml	unreach-call	true	ERROR	5.863466	3.1299063679762185	167.739392	ws07
benchmarks/nla-digbench-scaling/knuth_valuebound50.yml	unreach-call	true	ERROR	6.28623	3.3563797699753195	164.007936	ws04
benchmarks/nla-digbench-scaling/lcm1_unwindbound1.yml	unreach-call	false	TIMEOUT	901.834394	897.7167575301137	440.483840	ws10
benchmarks/nla-digbench-scaling/lcm1_unwindbound10.yml	unreach-call	false	TIMEOUT	901.820014	897.4017156800255	400.928768	ws18
benchmarks/nla-digbench-scaling/lcm1_unwindbound100.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/lcm1_unwindbound2.yml	unreach-call	false	TIMEOUT	901.466518	898.0417645969428	449.032192	ws14
benchmarks/nla-digbench-scaling/lcm1_unwindbound20.yml	unreach-call	false	TIMEOUT	901.91131	897.5841250980739	412.131328	ws06
benchmarks/nla-digbench-scaling/lcm1_unwindbound5.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/lcm1_unwindbound50.yml	unreach-call	false					
benchmarks/nla-digbench-scaling/lcm1_valuebound1.yml	unreach-call	true	true	5.919051	3.194501321995631	196.067328	ws20
benchmarks/nla-digbench-scaling/lcm1_valuebound10.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/lcm1_valuebound100.yml	unreach-call	true	TIMEOUT	901.740023	896.9688709310722	405.471232	ws04
benchmarks/nla-digbench-scaling/lcm1_valuebound2.yml	unreach-call	true	TIMEOUT	901.733973	896.9475880819373	354.729984	ws02
benchmarks/nla-digbench-scaling/lcm1_valuebound20.yml	unreach-call	true	TIMEOUT	901.501472	897.1913798479363	387.158016	ws03
benchmarks/nla-digbench-scaling/lcm1_valuebound5.yml	unreach-call	true	TIMEOUT	901.753245	896.5541244200431	345.772032	ws15
benchmarks/nla-digbench-scaling/lcm1_valuebound50.yml	unreach-call	true					
benchmarks/nla-digbench-scaling/lcm2_unwindbound1.yml	unreach-call	true	TIMEOUT	901.90876	897.5544015578926	418.717696	ws19
benchmarks/nla-digbench-scaling/lcm2_unwindbound10.yml	unreach-call	true	TIMEOUT	901.685693	897.7905730549246	428.474368	ws16
